node_id,event_year,n_projects,treatment_group,treatment_label,project_ids,traffic_pre,traffic_at,traffic_post,traffic_post2,delta_pre_to_event,delta_pre_to_post,delta_pre_to_post2,rel_delta_pre_to_post
34_0502,2003,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),34_0502_20030601_4_1,350115.0,334539.25,355955.0,340479.0,-15575.75,5840.0,-9636.0,0.0166802336375191
34_0503,1991,1,unknown,Missing / not recorded,34_0503_19911101_1_1,316986.0,309300.0,224639.0,328226.0,-7686.0,-92347.0,11240.0,-0.29132832364836303
34_0503,1992,1,asphalt_overlay,"AC Shoulder Restoration, Hot-Mix Recycled Asphalt Concrete Overlay",34_0503_19920727_2_1,309300.0,224639.0,328226.0,209652.0,-84661.0,18926.0,-99648.0,0.06118978338182994
34_0504,1991,1,unknown,Missing / not recorded,34_0504_19911101_1_1,316986.0,309300.0,224210.5,328226.0,-7686.0,-92775.5,11240.0,-0.2926801183648489
34_0504,1992,1,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay",34_0504_19920728_2_1,309300.0,224210.5,328226.0,209652.0,-85089.5,18926.0,-99648.0,0.06118978338182994
34_0505,1991,1,unknown,Missing / not recorded,34_0505_19911101_1_1,316986.0,309300.0,227640.0,328226.0,-7686.0,-89346.0,11240.0,-0.2818610285627756
34_0505,1992,1,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay",34_0505_19920720_2_1,309300.0,227640.0,328226.0,209652.0,-81660.0,18926.0,-99648.0,0.06118978338182994
34_0506,1991,1,unknown,Missing / not recorded,34_0506_19911101_1_1,316986.0,309300.0,227640.0,328226.0,-7686.0,-89346.0,11240.0,-0.2818610285627756
34_0506,1992,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",34_0506_19920720_2_1,309300.0,227640.0,328226.0,209652.0,-81660.0,18926.0,-99648.0,0.06118978338182994
34_0507,1991,1,unknown,Missing / not recorded,34_0507_19911101_1_1,316986.0,309300.0,227640.0,328226.0,-7686.0,-89346.0,11240.0,-0.2818610285627756
34_0507,1992,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",34_0507_19920720_2_1,309300.0,227640.0,328226.0,209652.0,-81660.0,18926.0,-99648.0,0.06118978338182994
34_0508,1991,1,unknown,Missing / not recorded,34_0508_19911101_1_1,316986.0,309300.0,227640.0,328226.0,-7686.0,-89346.0,11240.0,-0.2818610285627756
34_0508,1992,1,asphalt_overlay,"AC Shoulder Restoration, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",34_0508_19920720_2_1,309300.0,227640.0,328226.0,209652.0,-81660.0,18926.0,-99648.0,0.06118978338182994
34_0509,1991,1,unknown,Missing / not recorded,34_0509_19911101_1_1,316986.0,309300.0,227640.0,328226.0,-7686.0,-89346.0,11240.0,-0.2818610285627756
34_0509,1992,1,asphalt_overlay,"AC Shoulder Restoration, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",34_0509_19920720_2_1,309300.0,227640.0,328226.0,209652.0,-81660.0,18926.0,-99648.0,0.06118978338182994
34_0559,1991,1,unknown,Missing / not recorded,34_0559_19911101_1_1,316986.0,309300.0,227640.0,328226.0,-7686.0,-89346.0,11240.0,-0.2818610285627756
34_0559,1992,1,asphalt_overlay,"AC Shoulder Restoration, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",34_0559_19920720_2_1,309300.0,227640.0,328226.0,209652.0,-81660.0,18926.0,-99648.0,0.06118978338182994
34_0560,1991,1,unknown,Missing / not recorded,34_0560_19911101_1_1,316986.0,309300.0,227640.0,328226.0,-7686.0,-89346.0,11240.0,-0.2818610285627756
34_0560,1992,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",34_0560_19920720_2_1,309300.0,227640.0,328226.0,209652.0,-81660.0,18926.0,-99648.0,0.06118978338182994
34_0901,1992,1,unknown,Missing / not recorded,34_0901_19921001_1_1,456455.0,553985.0,368433.0,312854.0,97530.0,-88022.0,-143601.0,-0.19283828635900582
34_0901,1998,1,asphalt_overlay,Mill Off AC and Overlay with AC,34_0901_19980422_2_1,388083.0,345120.5,438008.0,455401.0,-42962.5,49925.0,67318.0,0.12864516095783635
34_0902,1992,1,unknown,Missing / not recorded,34_0902_19921001_1_1,456455.0,553985.0,368433.0,312854.0,97530.0,-88022.0,-143601.0,-0.19283828635900582
34_0902,1998,1,asphalt_overlay,Mill Off AC and Overlay with AC,34_0902_19980422_2_1,388083.0,345120.5,438008.0,455401.0,-42962.5,49925.0,67318.0,0.12864516095783635
34_0903,1992,1,unknown,Missing / not recorded,34_0903_19921001_1_1,456455.0,553985.0,368433.0,312854.0,97530.0,-88022.0,-143601.0,-0.19283828635900582
34_0903,1998,1,asphalt_overlay,Mill Off AC and Overlay with AC,34_0903_19980422_2_1,388083.0,345120.5,438008.0,455401.0,-42962.5,49925.0,67318.0,0.12864516095783635
34_0903,2002,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),34_0903_20020601_3_1,495891.0,449351.6666666667,534359.0,556792.0,-46539.333333333314,38468.0,60901.0,0.07757349901490448
34_0960,1992,1,unknown,Missing / not recorded,34_0960_19921001_1_1,456455.0,553985.0,368433.0,312854.0,97530.0,-88022.0,-143601.0,-0.19283828635900582
34_0960,1998,1,asphalt_overlay,Mill Off AC and Overlay with AC,34_0960_19980422_2_1,388083.0,345120.5,438008.0,455401.0,-42962.5,49925.0,67318.0,0.12864516095783635
34_0961,1992,1,unknown,Missing / not recorded,34_0961_19921001_1_1,456455.0,553985.0,368433.0,312854.0,97530.0,-88022.0,-143601.0,-0.19283828635900582
34_0961,1998,1,asphalt_overlay,Mill Off AC and Overlay with AC,34_0961_19980422_2_1,388083.0,345120.5,438008.0,455401.0,-42962.5,49925.0,67318.0,0.12864516095783635
34_0962,1992,1,unknown,Missing / not recorded,34_0962_19921001_1_1,456455.0,553985.0,368433.0,312854.0,97530.0,-88022.0,-143601.0,-0.19283828635900582
34_0962,1998,1,asphalt_overlay,Mill Off AC and Overlay with AC,34_0962_19980422_2_1,388083.0,345120.5,438008.0,455401.0,-42962.5,49925.0,67318.0,0.12864516095783635
34_1003,1988,1,unknown,Missing / not recorded,34_1003_19880801_1_1,193217.0,204069.0,216098.0,229535.0,10852.0,22881.0,36318.0,0.11842125692873816
34_1003,1994,1,asphalt_overlay,Mill Off AC and Overlay with AC,34_1003_19940408_2_1,142585.0,69166.5,163900.0,164313.0,-73418.5,21315.0,21728.0,0.1494897780271417
34_1003,2001,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),34_1003_20010901_3_1,166906.0,117967.5,150108.33333333334,191516.0,-48938.5,-16797.666666666657,24610.0,-0.10064147883639088
34_1003,2002,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),34_1003_20020801_4_1,117967.5,150108.33333333334,191516.0,181505.75,32140.833333333343,73548.5,63538.25,0.6234640896857185
34_1003,2004,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),34_1003_20040901_5_1,191516.0,181505.75,175901.8,145782.0,-10010.25,-15614.200000000012,-45734.0,-0.08152948056559249
34_1003,2005,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),34_1003_20050801_6_1,181505.75,175901.8,145782.0,114352.0,-5603.950000000012,-35723.75,-67153.75,-0.19681883356312405
34_1011,1988,1,unknown,Missing / not recorded,34_1011_19880701_1_1,472455.0,479269.0,450539.0,467342.0,6814.0,-21916.0,-5113.0,-0.04638748663893916
34_1011,1998,1,asphalt_overlay,"Asphalt Concrete Overlay, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",34_1011_19980428_2_1,388083.0,204061.5,438008.0,455401.0,-184021.5,49925.0,67318.0,0.12864516095783635
34_1030,1988,1,unknown,Missing / not recorded,34_1030_19881201_1_1,134524.0,142322.0,145651.0,153374.0,7798.0,11127.0,18850.0,0.0827138651839077
34_1030,1991,1,crack_sealing,Crack Sealing,34_1030_19910224_2_1,153374.0,142028.5,170111.0,101746.0,-11345.5,16737.0,-51628.0,0.10912540587061692
34_1030,1997,1,asphalt_overlay,"Asphalt Concrete Overlay, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",34_1030_19970701_3_1,71916.0,40802.0,97666.0,112296.0,-31114.0,25750.0,40380.0,0.35805662161410534
34_1030,2005,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",34_1030_20050801_4_1,191805.0,96992.5,139995.66666666666,139802.0,-94812.5,-51809.33333333334,-52003.0,-0.27011461293153644
34_1030,2006,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),34_1030_20060601_5_1,96992.5,139995.66666666666,139802.0,67750.0,43003.16666666666,42809.5,-29242.5,0.44136917802922904
34_1031,1988,1,unknown,Missing / not recorded,34_1031_19880701_1_1,150960.0,139688.0,150960.0,232031.0,-11272.0,0.0,81071.0,0.0
34_1031,1996,1,asphalt_overlay,"Asphalt Concrete Overlay, Mill Existing Pavement and Overlay with Hot-Mix Recycled AC",34_1031_19960404_2_1,383337.0,201791.0,396515.0,465270.0,-181546.0,13178.0,81933.0,0.034377062480271926
34_1033,1988,1,unknown,Missing / not recorded,34_1033_19880701_1_1,86412.0,91292.0,91042.0,77601.0,4880.0,4630.0,-8811.0,0.05358052122390409
34_1033,1997,1,asphalt_overlay,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,34_1033_19970911_2_1,43653.0,23370.0,62445.0,39253.0,-20283.0,18792.0,-4400.0,0.4304858772592949
34_1033,2003,1,seal_coat,"Surface Treatment, Single Layer",34_1033_20030901_3_1,57195.0,34841.0,56587.0,57843.0,-22354.0,-608.0,648.0,-0.01063029985138561
34_1033,2008,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",34_1033_20080601_4_1,46511.0,49400.333333333336,57688.0,42362.0,2889.3333333333358,11177.0,-4149.0,0.24030874416804626
34_1033,2011,1,crack_sealing,Crack Sealing,34_1033_20110601_5_1,42362.0,39535.25,40674.0,12243.0,-2826.75,-1688.0,-30119.0,-0.03984703271800198
34_1034,1988,1,unknown,Missing / not recorded,34_1034_19881201_1_1,222293.0,261557.0,311585.0,327584.0,39264.0,89292.0,105291.0,0.401686062988938
34_1034,2004,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),34_1034_20040601_2_1,393311.0,328768.0,358896.0,320511.6666666667,-64543.0,-34415.0,-72799.33333333331,-0.08750073097370784
34_1034,2006,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),34_1034_20060601_3_1,358896.0,320511.6666666667,224872.0,,-38384.333333333314,-134024.0,,-0.3734340867549374
34_1638,1988,1,unknown,Missing / not recorded,34_1638_19881201_1_1,219434.0,258293.0,306754.0,322602.0,38859.0,87320.0,103168.0,0.3979328636400922
34_4042,1988,1,unknown,Missing / not recorded,34_4042_19881201_1_1,782379.0,881501.0,958806.0,959776.0,99122.0,176427.0,177397.0,0.22550068445088634
34_4042,1992,1,crack_sealing,"Transverse Joint Sealing, Partial depth patching of PCC pavements at joints",34_4042_19921116_2_1,958354.0,543173.5,801372.0,721061.0,-415180.5,-156982.0,-237293.0,-0.1638037718838759
34_4042,1996,1,patching,Partial depth patching of PCC pavements at joints,34_4042_19960601_3_1,801491.0,713175.3333333334,861238.0,737248.0,-88315.66666666663,59747.0,-64243.0,0.07454481709713522
34_4042,1998,1,shoulder_restoration,AC Shoulder Replacement,34_4042_19980716_4_1,861238.0,737248.0,837867.0,828576.0,-123990.0,-23371.0,-32662.0,-0.02713651743188294
34_4042,2003,1,shoulder_restoration,AC Shoulder Restoration,34_4042_20030401_5_1,776816.0,661075.0,1025169.0,,-115741.0,248353.0,,0.3197063397252374
34_6057,1988,1,unknown,Missing / not recorded,34_6057_19881201_1_1,435859.0,442640.0,447755.0,454849.0,6781.0,11896.0,18990.0,0.027293230150117354
35_0102,2005,1,grinding,Grinding Surface,35_0102_20050315_2_1,10607.0,134056.5,157466.0,166096.0,123449.5,146859.0,155489.0,13.845479400395964
35_0111,2005,1,grinding,Grinding Surface,35_0111_20050315_2_1,10607.0,134056.5,157466.0,166096.0,123449.5,146859.0,155489.0,13.845479400395964
35_0501,1995,1,unknown,Missing / not recorded,35_0501_19950911_1_1,1117074.0,1126033.0,759177.3333333334,1141368.0,8959.0,-357896.6666666666,24294.0,-0.32038760786363896
35_0501,1996,2,asphalt_overlay,"Asphalt Concrete Overlay, Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate), Surface Treatment, Single Layer | Grinding Surface",35_0501_19960429_2_1 | 35_0501_19960903_3_1,1126033.0,759177.3333333334,1141368.0,1522393.0,-366855.6666666666,15335.0,396360.0,0.013618606204258667
35_0501,2001,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",35_0501_20010515_4_1,345600.0,1065368.5,157080.16666666666,178097.0,719768.5,-188519.83333333334,-167503.0,-0.5454856288580248
35_0501,2002,2,crack_sealing,"Crack Sealing | Patch Pot Holes - Hand Spread, Compacted with Truck",35_0501_20020415_5_1 | 35_0501_20020915_6_1,1065368.5,157080.16666666666,178097.0,,-908288.3333333334,-887271.5,,-0.8328306121309199
35_0502,1995,1,unknown,Missing / not recorded,35_0502_19950911_1_1,1117074.0,1126033.0,755034.5,1141368.0,8959.0,-362039.5,24294.0,-0.3240962550377146
35_0502,1996,1,asphalt_overlay,"Asphalt Concrete Overlay, Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate), Hot-Mix Recycled Asphalt Concrete Overlay",35_0502_19960903_2_1,1126033.0,755034.5,1141368.0,1522393.0,-370998.5,15335.0,396360.0,0.013618606204258667
35_0502,2004,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),35_0502_20040615_3_1,232280.0,402761.3333333333,1506871.0,1581469.0,170481.3333333333,1274591.0,1349189.0,5.487304115722404
35_0503,1995,1,unknown,Missing / not recorded,35_0503_19950911_1_1,1117074.0,1126033.0,755034.5,1141368.0,8959.0,-362039.5,24294.0,-0.3240962550377146
35_0503,1996,1,asphalt_overlay,"Asphalt Concrete Overlay, Hot-Mix Recycled Asphalt Concrete Overlay",35_0503_19960903_2_1,1126033.0,755034.5,1141368.0,1522393.0,-370998.5,15335.0,396360.0,0.013618606204258667
35_0504,1995,1,unknown,Missing / not recorded,35_0504_19950911_1_1,1117074.0,1126033.0,755034.5,1141368.0,8959.0,-362039.5,24294.0,-0.3240962550377146
35_0504,1996,1,asphalt_overlay,"Asphalt Concrete Overlay, Surface Treatment, Single Layer",35_0504_19960903_2_1,1126033.0,755034.5,1141368.0,1522393.0,-370998.5,15335.0,396360.0,0.013618606204258667
35_0504,2003,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",35_0504_20030520_3_1,188084.0,202794.33333333334,474498.0,1506871.0,14710.333333333343,286414.0,1318787.0,1.522798324153038
35_0505,1995,1,unknown,Missing / not recorded,35_0505_19950911_1_1,1117074.0,1126033.0,755034.5,1141368.0,8959.0,-362039.5,24294.0,-0.3240962550377146
35_0505,1996,1,asphalt_overlay,"Asphalt Concrete Overlay, Surface Treatment, Single Layer",35_0505_19960903_2_1,1126033.0,755034.5,1141368.0,1522393.0,-370998.5,15335.0,396360.0,0.013618606204258667
35_0506,1995,1,unknown,Missing / not recorded,35_0506_19950911_1_1,1117074.0,1126033.0,759177.3333333334,1141368.0,8959.0,-357896.6666666666,24294.0,-0.32038760786363896
35_0506,1996,2,asphalt_overlay,"Asphalt Concrete Overlay, Surface Treatment, Single Layer | Grinding Surface",35_0506_19960429_2_1 | 35_0506_19960903_3_1,1126033.0,759177.3333333334,1141368.0,1522393.0,-366855.6666666666,15335.0,396360.0,0.013618606204258667
35_0507,1995,1,unknown,Missing / not recorded,35_0507_19950911_1_1,1117074.0,1126033.0,759177.3333333334,1141368.0,8959.0,-357896.6666666666,24294.0,-0.32038760786363896
35_0507,1996,2,asphalt_overlay,"Asphalt Concrete Overlay, Surface Treatment, Single Layer | Grinding Surface",35_0507_19960429_2_1 | 35_0507_19960903_3_1,1126033.0,759177.3333333334,1141368.0,1522393.0,-366855.6666666666,15335.0,396360.0,0.013618606204258667
35_0508,1995,1,unknown,Missing / not recorded,35_0508_19950911_1_1,1117074.0,1126033.0,759177.3333333334,1141368.0,8959.0,-357896.6666666666,24294.0,-0.32038760786363896
35_0508,1996,2,asphalt_overlay,"Asphalt Concrete Overlay, Hot-Mix Recycled Asphalt Concrete Overlay | Grinding Surface",35_0508_19960429_2_1 | 35_0508_19960903_3_1,1126033.0,759177.3333333334,1141368.0,1522393.0,-366855.6666666666,15335.0,396360.0,0.013618606204258667
35_0509,1995,1,unknown,Missing / not recorded,35_0509_19950911_1_1,1117074.0,1126033.0,759177.3333333334,1141368.0,8959.0,-357896.6666666666,24294.0,-0.32038760786363896
35_0509,1996,2,asphalt_overlay,"Asphalt Concrete Overlay, Hot-Mix Recycled Asphalt Concrete Overlay | Grinding Surface",35_0509_19960429_2_1 | 35_0509_19960903_3_1,1126033.0,759177.3333333334,1141368.0,1522393.0,-366855.6666666666,15335.0,396360.0,0.013618606204258667
35_0901,1995,1,unknown,Missing / not recorded,35_0901_19950911_1_1,869963.0,883097.0,594769.6666666666,910216.0,13134.0,-275193.3333333334,40253.0,-0.3163276292593287
35_0901,1996,2,asphalt_overlay,Asphalt Concrete Overlay | Mill Existing Pavement and Overlay with Cold-Mix Recycled AC,35_0901_19960429_2_1 | 35_0901_19960910_3_1,883097.0,594769.6666666666,910216.0,821326.0,-288327.3333333334,27119.0,-61771.0,0.03070897081521056
35_0902,1995,1,unknown,Missing / not recorded,35_0902_19950911_1_1,869963.0,883097.0,608697.0,910216.0,13134.0,-261266.0,40253.0,-0.30031851929334924
35_0902,1996,2,asphalt_overlay,Asphalt Concrete Overlay | Mill Existing Pavement and Overlay with Cold-Mix Recycled AC,35_0902_19960412_2_1 | 35_0902_19960910_3_1,883097.0,608697.0,910216.0,821326.0,-274400.0,27119.0,-61771.0,0.03070897081521056
35_0902,2002,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",35_0902_20020515_4_1,899929.0,890630.75,835747.8,919309.0,-9298.25,-64181.19999999995,19380.0,-0.0713180706477955
35_0902,2003,1,patching,Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate),35_0902_20030815_5_1,890630.75,835747.8,919309.0,1074588.0,-54882.94999999995,28678.25,183957.25,0.03219993246359392
35_0903,1995,1,unknown,Missing / not recorded,35_0903_19950911_1_1,869963.0,883097.0,608697.0,910216.0,13134.0,-261266.0,40253.0,-0.30031851929334924
35_0903,1996,2,asphalt_overlay,Asphalt Concrete Overlay | Mill Existing Pavement and Overlay with Cold-Mix Recycled AC,35_0903_19960412_2_1 | 35_0903_19960910_3_1,883097.0,608697.0,910216.0,821326.0,-274400.0,27119.0,-61771.0,0.03070897081521056
35_0959,1995,1,unknown,Missing / not recorded,35_0959_19950911_1_1,869963.0,883097.0,609516.3333333334,910216.0,13134.0,-260446.66666666663,40253.0,-0.29937671678757216
35_0959,1996,2,asphalt_overlay,Asphalt Concrete Overlay | Mill Existing Pavement and Overlay with Cold-Mix Recycled AC,35_0959_19960412_2_1 | 35_0959_19960909_3_1,883097.0,609516.3333333334,910216.0,821326.0,-273580.6666666666,27119.0,-61771.0,0.03070897081521056
35_1002,1987,1,unknown,Missing / not recorded,35_1002_19870101_1_1,91650.0,60351.0,62607.0,76283.0,-31299.0,-29043.0,-15367.0,-0.3168903436988543
35_1002,1994,1,seal_coat,Sand Seal Coat,35_1002_19940317_2_1,104873.0,92481.5,105341.0,97405.0,-12391.5,468.0,-7468.0,0.0044625404060148945
35_1003,1987,1,unknown,Missing / not recorded,35_1003_19870101_1_1,70205.0,80789.0,72447.0,107718.0,10584.0,2242.0,37513.0,0.031935047361299054
35_1003,1998,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),35_1003_19980615_2_1,171639.0,111121.5,147817.0,153030.0,-60517.5,-23822.0,-18609.0,-0.13879130034549259
35_1005,1987,1,unknown,Missing / not recorded,35_1005_19870101_1_1,139470.0,148463.0,146157.0,130424.0,8993.0,6687.0,-9046.0,0.04794579479457948
35_1005,1998,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),35_1005_19980615_2_1,447586.0,138713.5,184174.0,190490.0,-308872.5,-263412.0,-257096.0,-0.5885170671111251
35_1005,2004,1,crack_sealing,Crack Sealing,35_1005_20040915_3_1,73013.0,180381.0,244305.0,254515.0,107368.0,171292.0,181502.0,2.3460479640611944
35_1022,1987,1,unknown,Missing / not recorded,35_1022_19870101_1_1,23351.0,47231.0,48444.0,95259.0,23880.0,25093.0,71908.0,1.0746006595006639
35_1112,1987,1,unknown,Missing / not recorded,35_1112_19870101_1_1,139469.0,92973.0,91945.0,72324.0,-46496.0,-47524.0,-67145.0,-0.3407495572492812
35_2006,1987,1,unknown,Missing / not recorded,35_2006_19870101_1_1,100548.0,66517.0,68864.0,85386.0,-34031.0,-31684.0,-15162.0,-0.3151131797748339
35_2007,1987,1,unknown,Missing / not recorded,35_2007_19870101_1_1,101212.0,66956.0,69318.0,85950.0,-34256.0,-31894.0,-15262.0,-0.31512073667154095
35_2007,1990,1,asphalt_overlay,"Asphalt Concrete Overlay, Mill Existing Pavement and Overlay with Cold-Mix Recycled AC",35_2007_19900801_2_1,85950.0,65139.5,96993.0,107747.0,-20810.5,11043.0,21797.0,0.12848167539267016
35_2007,1993,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),35_2007_19930615_3_1,107747.0,89048.0,113843.0,119091.0,-18699.0,6096.0,11344.0,0.056576981261659255
35_2118,1987,1,unknown,Missing / not recorded,35_2118_19870101_1_1,511275.0,440232.0,547796.0,612301.0,-71043.0,36521.0,101026.0,0.07143122585692631
35_2118,2002,1,asphalt_overlay,Mill Off AC and Overlay with AC,35_2118_20020410_2_1,742215.0,514649.5,1067341.0,1118570.0,-227565.5,325126.0,376355.0,0.438048274421832
35_3010,1987,1,unknown,Missing / not recorded,35_3010_19870101_1_1,116054.0,78312.0,77150.0,102292.0,-37742.0,-38904.0,-13762.0,-0.3352232581384528
35_3010,2020,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",35_3010_20200101_2_1,175459.0,180207.0,183971.0,108875.0,4748.0,8512.0,-66584.0,0.04851275796624852
35_6033,1987,1,unknown,Missing / not recorded,35_6033_19870101_1_1,127863.0,141198.0,140132.0,170175.0,13335.0,12269.0,42312.0,0.0959542635477034
35_6033,2000,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",35_6033_20000515_2_1,128582.0,108339.0,82370.25,140607.0,-20243.0,-46211.75,12025.0,-0.35939517195252835
35_6033,2001,2,asphalt_overlay,"Asphalt Concrete Overlay | Patch Pot Holes - Hand Spread, Compacted with Truck",35_6033_20010515_3_1 | 35_6033_20011010_4_1,108339.0,82370.25,140607.0,144699.0,-25968.75,32268.0,36360.0,0.29784288206463044
35_6033,2012,1,asphalt_overlay,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,35_6033_20120930_5_1,4066.0,117635.5,237026.0,239474.0,113569.5,232960.0,235408.0,57.29463846532219
35_6035,1987,1,unknown,Missing / not recorded,35_6035_19870101_1_1,478853.0,528080.0,534101.0,524452.0,49227.0,55248.0,45599.0,0.11537569984943187
35_6035,1993,1,patching,Machine Premix Patch (placing premix with paver roller),35_6035_19930601_2_1,121855.0,1095812.0,1428825.0,160781.0,973957.0,1306970.0,38926.0,10.725616511427516
35_6401,1987,1,unknown,Missing / not recorded,35_6401_19870101_1_1,706614.0,772813.0,810808.0,780468.0,66199.0,104194.0,73854.0,0.14745532921793228
36_1008,1989,2,asphalt_overlay,Asphalt Concrete Overlay | Missing / not recorded,36_1008_19890501_1_1 | 36_1008_19890825_2_1,61769.0,27657.5,65199.0,65576.0,-34111.5,3430.0,3807.0,0.055529472712849484
36_1011,1988,1,unknown,Missing / not recorded,36_1011_19880601_1_1,97624.0,108724.0,214284.0,253233.0,11100.0,116660.0,155609.0,1.1949930344997133
36_1011,1993,1,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay",36_1011_19930914_2_1,218520.0,107864.5,188427.0,218406.0,-110655.5,-30093.0,-114.0,-0.13771279516749038
36_1643,1989,2,crack_sealing,Crack Sealing | Missing / not recorded,36_1643_19890501_1_1 | 36_1643_19891012_2_1,198014.0,111754.5,191843.0,170515.0,-86259.5,-6171.0,-27499.0,-0.03116446311876938
36_1643,1992,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),36_1643_19920601_3_1,170515.0,164483.33333333334,214896.0,211759.0,-6031.666666666657,44381.0,41244.0,0.2602762220332522
36_1643,1995,2,patching,Machine Premix Patch (placing premix with paver roller),36_1643_19950904_4_1 | 36_1643_19950911_5_1,211759.0,153822.0,120969.5,195554.0,-57937.0,-90789.5,-16205.0,-0.4287397465987278
36_1643,1996,1,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay",36_1643_19960915_6_1,153822.0,120969.5,195554.0,209951.0,-32852.5,41732.0,56129.0,0.27130059419328834
36_1644,1989,1,unknown,Missing / not recorded,36_1644_19890501_1_1,20632.0,18545.0,18545.0,15955.0,-2087.0,-2087.0,-4677.0,-0.10115354788677781
36_1644,1996,1,asphalt_overlay,"AC Shoulder Restoration, Longitudinal Subdrains, Mill Off AC and Overlay with AC",36_1644_19960619_2_1,13391.0,9670.5,18951.0,18594.0,-3720.5,5560.0,5203.0,0.4152042416548428
36_1644,1999,1,crack_sealing,Crack Sealing,36_1644_19990601_3_1,18594.0,15838.5,20023.0,20575.0,-2755.5,1429.0,1981.0,0.07685274819834355
36_4017,1988,1,unknown,Missing / not recorded,36_4017_19880601_1_1,344989.0,260327.0,224820.0,194404.0,-84662.0,-120169.0,-150585.0,-0.3483270481087803
36_4017,1996,1,patching,"AC Shoulder Restoration, Longitudinal Subdrains, Partial depth patching of PCC pavements at joints",36_4017_19960725_2_1,249742.0,189269.5,237632.0,289641.0,-60472.5,-12110.0,39899.0,-0.048490041723058194
36_4017,1997,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),36_4017_19970601_3_1,189269.5,237632.0,289641.0,126527.0,48362.5,100371.5,-62742.5,0.5303099548527365
36_4018,1988,1,unknown,Missing / not recorded,36_4018_19880601_1_1,305766.0,323991.0,320412.0,226862.5,18225.0,14646.0,-78903.5,0.047899374031121836
36_4018,1990,1,patching,Partial Depth Patching of PCC Pavement Other Than at Joint,36_4018_19900701_2_1,320412.0,226862.5,294221.0,300581.0,-93549.5,-26191.0,-19831.0,-0.08174163264796575
36_4018,1993,2,crack_sealing,"AC Shoulder Restoration, Longitudinal Subdrains | Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",36_4018_19930707_3_1 | 36_4018_19930908_4_1,300581.0,204792.0,274295.3333333333,301577.0,-95789.0,-26285.666666666686,996.0,-0.08744952830240996
36_4018,1994,2,crack_sealing,"Partial Depth Patching of PCC Pavement Other Than at Joint | Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",36_4018_19940711_5_1 | 36_4018_19940901_6_1,204792.0,274295.3333333333,301577.0,262103.2857142857,69503.33333333331,96785.0,57311.28571428571,0.4726014688073753
36_4018,1996,1,patching,Partial Depth Patching of PCC Pavement Other Than at Joint,36_4018_19960801_7_1,301577.0,262103.2857142857,492136.0,367900.0,-39473.71428571429,190559.0,66323.0,0.6318751098392782
36_4018,1999,1,patching,Partial Depth Patching of PCC Pavement Other Than at Joint,36_4018_19990929_8_1,367900.0,324749.25,368360.0,376517.0,-43150.75,460.0,8617.0,0.0012503397662408263
