treated_node_id,control_node_id,state_code,functional_class,treated_cracking_change,control_cracking_change,treated_traffic_change,control_traffic_change,treated_esal_change,control_esal_change
8_7780,8_1029,8,2.0,,13.0,19.0,-60.0,971.0,-10746.0
25_1002,25_1004,25,11.0,-24.0,-1.0,28.0,45.0,4292.0,35439.0
5_A601,5_3071,5,2.0,0.0,0.0,154.0,274.0,64834.0,-62458.0
18_3002,18_3003,18,2.0,0.0,,125.0,225.0,-264634.0,88598.0
55_A901,55_3008,55,1.0,0.0,,96.0,174.0,445059.0,94933.0
55_B901,55_3008,55,1.0,0.0,,74.0,174.0,445654.0,94933.0
8_7780,8_1029,8,2.0,0.0,13.0,19.0,-60.0,1054.0,-10746.0
25_1002,25_1004,25,11.0,14.0,-1.0,25.0,45.0,3832.0,35439.0
5_A605,5_3071,5,2.0,0.0,0.0,154.0,274.0,59777.0,-62458.0
5_A601,5_3071,5,2.0,0.0,0.0,-66.0,274.0,63903.0,-62458.0
6_8156,6_7452,6,6.0,-27.0,-23.0,43.0,95.0,-82671.0,13646.0
28_5803,28_1001,28,2.0,-42.0,26.0,113.0,-110.0,-455061.0,-20476.0
55_B907,55_3008,55,1.0,-32.0,,74.0,174.0,445654.0,94933.0
55_B909,55_A902,55,1.0,-37.0,17.0,74.0,97.0,445654.0,37175.0
55_B902,55_3008,55,1.0,6.0,,74.0,174.0,445654.0,94933.0
8_7780,8_1029,8,2.0,0.0,13.0,20.0,-60.0,-31893.0,-10746.0
4_1024,4_1018,4,1.0,-30.0,0.0,65.0,104.0,-379400.0,32737.0
56_7772,56_7773,56,6.0,,0.0,-25.0,-12.0,2919.0,-2000.0
31_6700,31_A353,31,2.0,5.0,0.0,-3.0,-29.0,1062.0,-5194.0
48_1039,48_3835,48,2.0,-14.0,-19.0,36.0,192.0,160160.0,89878.0
21_A410,21_4025,21,1.0,0.0,,353.0,209.0,1074420.0,-455540.0
6_9048,6_2053,6,1.0,3.0,0.0,-74.0,-75.0,-10717.0,-26000.0
25_1002,25_1004,25,11.0,-9.0,-1.0,67.0,45.0,45947.0,35439.0
8_7776,8_3032,8,1.0,-2.0,3.0,142.0,-278.0,45706.0,-106780.0
18_3002,18_3003,18,2.0,0.0,,-51.0,225.0,-126995.0,88598.0
5_A602,5_3071,5,2.0,0.0,0.0,154.0,274.0,68182.0,-62458.0
5_A605,5_3071,5,2.0,0.0,0.0,-66.0,274.0,-78610.0,-62458.0
5_A601,5_3071,5,2.0,0.0,0.0,42.0,274.0,152950.0,-62458.0
1_C330,1_1019,1,2.0,0.0,,21.0,14.0,5234.0,3186.0
48_C420,48_1077,48,2.0,0.0,2.0,363.0,28.0,532576.0,4865.0
12_4154,12_A350,12,6.0,-6.0,-30.0,150.0,131.0,114095.0,67078.0
4_1062,4_1007,4,1.0,-37.0,13.0,169.0,-372.0,55505.0,-346985.0
55_A907,55_3008,55,1.0,-21.0,,96.0,174.0,445059.0,94933.0
55_A908,55_3008,55,1.0,-50.0,,96.0,174.0,445059.0,94933.0
55_A902,55_3008,55,1.0,0.0,,96.0,174.0,445059.0,94933.0
55_A903,55_3008,55,1.0,1.0,,96.0,174.0,445059.0,94933.0
55_B902,55_3008,55,1.0,-45.0,,74.0,174.0,-391893.0,94933.0
31_4019,31_5052,31,11.0,-100.0,,36.0,25.0,9461.0,10000.0
17_5843,17_5453,17,1.0,-14.0,,162.0,1326.0,1268050.0,982712.0
19_1044,19_3006,19,2.0,10.0,,35.0,91.0,4343.0,181437.0
17_5151,17_5843,17,1.0,0.0,,-120.0,-483.0,16000.0,-45000.0
8_7780,8_7781,8,2.0,3.0,0.0,19.0,14.0,-31845.0,-42318.0
30_7076,30_7066,30,1.0,-3.0,,-80.0,27.0,-15651.0,10740.0
48_1096,48_1039,48,2.0,-45.0,-4.0,67.0,172.0,8508.0,-102845.0
42_1597,42_1608,42,6.0,11.0,,3.0,10.0,4905.0,4048.0
46_9197,46_7049,46,6.0,0.0,,4.0,42.0,1750.0,26360.0
6_2002,6_2038,6,2.0,3.0,-5.0,54.0,152.0,,
48_6079,48_5323,48,1.0,6.0,6.0,-683.0,81.0,257576.0,-548116.0
4_1025,4_1006,4,1.0,0.0,2.0,573.0,176.0,344918.0,23127.0
48_1092,48_1069,48,2.0,-21.0,2.0,82.0,,20651.0,
56_7772,56_7773,56,6.0,,0.0,-17.0,-12.0,-7465.0,-2000.0
31_6700,31_A353,31,2.0,5.0,0.0,23.0,-29.0,9074.0,-5194.0
48_1039,48_C410,48,2.0,15.0,6.0,-108.0,22.0,-98600.0,-413949.0
4_1006,4_1025,4,1.0,2.0,0.0,176.0,573.0,23127.0,344918.0
18_3003,18_2008,18,2.0,4.0,-54.0,208.0,-387.0,-287634.0,-120736.0
55_B907,55_3008,55,1.0,-1.0,,74.0,174.0,-391893.0,94933.0
55_B909,55_B901,55,1.0,-16.0,-56.0,74.0,74.0,-391893.0,-385692.0
55_B901,55_B908,55,1.0,-56.0,-56.0,74.0,74.0,-385692.0,29981.0
55_A901,55_B909,55,1.0,,5.0,-35.0,96.0,-13413.0,36265.0
21_A410,21_4025,21,1.0,0.0,,353.0,209.0,1074420.0,-455540.0
42_1690,42_3044,42,1.0,-24.0,0.0,,512.0,,-541061.0
56_7773,56_1007,56,6.0,,2.0,-1.0,6.0,-233.0,-2920.0
29_5473,29_7054,29,1.0,0.0,0.0,275.0,172.0,925720.0,96682.0
36_A331,36_4017,36,2.0,,0.0,,79.0,,35245.0
6_8156,6_8150,6,6.0,-27.0,-46.0,38.0,8.0,83509.0,2159.0
6_9048,6_2053,6,1.0,-3.0,0.0,-126.0,-75.0,-19717.0,-26000.0
6_2040,6_2002,6,2.0,5.0,3.0,-38.0,54.0,-1054.0,
4_1024,4_1021,4,1.0,22.0,-6.0,94.0,300.0,31908.0,34719.0
25_1002,25_1004,25,11.0,-8.0,-1.0,67.0,45.0,45947.0,35439.0
8_7776,8_3032,8,1.0,0.0,3.0,142.0,-278.0,42910.0,-106780.0
18_3002,18_3003,18,2.0,0.0,,-115.0,225.0,-64837.0,88598.0
5_A602,5_3071,5,2.0,0.0,0.0,-66.0,274.0,-23608.0,-62458.0
5_A605,5_3071,5,2.0,0.0,0.0,42.0,274.0,53147.0,-62458.0
5_A601,5_4046,5,2.0,0.0,0.0,533.0,162.0,-104600.0,122000.0
28_5803,28_1001,28,2.0,-42.0,26.0,113.0,-110.0,-455061.0,-20476.0
1_C330,1_1019,1,2.0,0.0,,21.0,14.0,4674.0,3186.0
48_C420,48_1077,48,2.0,0.0,2.0,363.0,28.0,532576.0,4865.0
12_4154,12_A350,12,6.0,0.0,-30.0,46.0,131.0,5426.0,67078.0
53_7322,53_1006,53,2.0,-53.0,,19.0,8.0,25572.0,-18165.0
47_2001,47_1029,47,2.0,-40.0,-49.0,-78.0,-1.0,-53436.0,627.0
56_2017,56_2019,56,6.0,,0.0,-133.0,-6.0,-12896.0,39516.0
55_A909,55_A902,55,1.0,-43.0,17.0,96.0,97.0,445059.0,37175.0
8_7781,8_7780,8,2.0,0.0,2.0,14.0,19.0,-42318.0,1474.0
6_8150,6_7452,6,6.0,0.0,-12.0,393.0,-38.0,119261.0,-15000.0
55_A902,55_B908,55,1.0,-56.0,-56.0,96.0,74.0,-379085.0,29981.0
55_A903,55_3008,55,1.0,-39.0,,96.0,174.0,-379085.0,94933.0
56_7775,56_6032,56,7.0,0.0,0.0,-7.0,53.0,-2989.0,7983.0
48_2108,48_1092,48,2.0,-23.0,-19.0,14.0,31.0,3576.0,-5207.0
8_1029,8_B350,8,2.0,0.0,-1.0,-1.0,-15.0,-253.0,28159.0
53_1005,53_7409,53,1.0,-9.0,0.0,55.0,-31.0,7227.0,42331.0
8_7780,8_7781,8,2.0,3.0,0.0,20.0,14.0,2215.0,-42318.0
30_7076,30_7075,30,1.0,0.0,0.0,45.0,340.0,12774.0,132023.0
50_1004,50_1002,50,2.0,0.0,,-151.0,-50.0,-49096.0,-10726.0
48_1096,48_1039,48,2.0,4.0,0.0,-1.0,-190.0,-323.0,-65118.0
6_8535,6_A441,6,1.0,0.0,0.0,457.0,79.0,-119892.0,-95640.0
6_8534,6_9048,6,1.0,-22.0,,-98.0,101.0,-5000.0,25345.0
48_1068,48_E430,48,2.0,1.0,0.0,16.0,-23.0,18953.0,38792.0
42_1597,42_1608,42,6.0,-2.0,,5.0,10.0,6339.0,4048.0
46_9197,46_9106,46,6.0,,1.0,11.0,0.0,4392.0,-62.0
6_2002,6_A311,6,2.0,0.0,0.0,-38.0,24.0,78271.0,2379.0
40_4163,40_4161,40,2.0,-3.0,0.0,167.0,-11.0,95200.0,-2720.0
10_1450,10_1201,10,2.0,-26.0,,175.0,23.0,88000.0,4011.0
48_1092,48_B320,48,2.0,11.0,-5.0,52.0,-170.0,15000.0,-49000.0
56_7772,56_7773,56,6.0,0.0,0.0,-2.0,-12.0,-251.0,-2000.0
36_1643,36_4017,36,2.0,-1.0,0.0,-103.0,79.0,-22995.0,35245.0
48_1039,48_1096,48,2.0,-40.0,4.0,-116.0,-1.0,121154.0,-323.0
27_1018,27_1023,27,2.0,-7.0,2.0,18.0,73.0,6000.0,-199458.0
4_1003,4_1025,4,1.0,0.0,0.0,1047.0,573.0,-1853650.0,344918.0
4_1006,4_BA03,4,1.0,0.0,-1.0,176.0,1206.0,24670.0,
18_3003,18_2008,18,2.0,0.0,,56.0,28.0,16000.0,-49000.0
55_A907,55_3008,55,1.0,11.0,,96.0,174.0,-379085.0,94933.0
55_A908,55_3008,55,1.0,6.0,,96.0,174.0,-379085.0,94933.0
55_B907,55_3008,55,1.0,-18.0,,-122.0,174.0,380491.0,94933.0
55_B909,55_A902,55,1.0,-1.0,0.0,-108.0,-35.0,-43756.0,-13413.0
55_B902,55_3008,55,1.0,-11.0,,-108.0,174.0,-43756.0,94933.0
55_A901,55_3008,55,1.0,48.0,,97.0,174.0,37175.0,94933.0
55_B901,55_3008,55,1.0,55.0,,97.0,174.0,39299.0,94933.0
21_A410,21_4025,21,1.0,,,617.0,209.0,68960.0,-455540.0
17_5151,17_5843,17,1.0,0.0,,-120.0,-483.0,16000.0,-45000.0
42_1690,42_3044,42,1.0,0.0,0.0,-130.0,512.0,-58934.0,-541061.0
56_7773,56_7772,56,6.0,-1.0,,-14.0,2.0,-3294.0,1422.0
29_5473,29_7054,29,1.0,0.0,0.0,225.0,172.0,-711680.0,96682.0
36_A320,36_4017,36,2.0,,0.0,,79.0,,35245.0
36_A331,36_4017,36,2.0,-9.0,0.0,,79.0,,35245.0
6_8156,6_8150,6,6.0,0.0,-46.0,37.0,8.0,6057.0,2159.0
42_B330,42_1608,42,6.0,8.0,,10.0,10.0,-17035.0,4048.0
42_B351,42_1608,42,6.0,12.0,,10.0,10.0,-16670.0,4048.0
6_9048,6_B441,6,1.0,12.0,12.0,19.0,49.0,7060.0,113018.0
6_2040,6_2002,6,2.0,5.0,3.0,71.0,54.0,-3928.0,
4_1065,4_1003,4,1.0,0.0,0.0,167.0,627.0,59521.0,233337.0
4_1062,4_1018,4,1.0,7.0,0.0,169.0,104.0,62988.0,32737.0
4_1024,4_1021,4,1.0,0.0,-6.0,294.0,300.0,98082.0,34719.0
25_1002,25_1004,25,11.0,9.0,-1.0,-24.0,45.0,-28005.0,35439.0
8_7776,8_3032,8,1.0,0.0,3.0,142.0,-278.0,177547.0,-106780.0
18_4042,18_5538,18,6.0,0.0,,33.0,-25.0,6901.0,-2624.0
5_A602,5_3071,5,2.0,0.0,0.0,42.0,274.0,15023.0,-62458.0
5_A601,5_3071,5,2.0,0.0,0.0,-387.0,274.0,-20639.0,-62458.0
5_A605,5_3071,5,2.0,0.0,0.0,-387.0,274.0,-141331.0,-62458.0
28_5803,28_3081,28,2.0,26.0,,113.0,458.0,-455061.0,115348.0
31_4019,31_5052,31,11.0,0.0,,-95.0,25.0,-24966.0,10000.0
19_5046,19_6049,19,1.0,1.0,28.0,89.0,-485.0,132000.0,-435000.0
20_4054,20_4063,20,1.0,,-4.0,117.0,259.0,-418200.0,-229640.0
1_C330,1_1019,1,2.0,-1.0,,29.0,14.0,6347.0,3186.0
48_1070,48_1096,48,2.0,-1.0,-3.0,39.0,180.0,-86140.0,-48849.0
48_1047,48_5274,48,1.0,1.0,0.0,451.0,236.0,190151.0,142992.0
48_C420,48_1077,48,2.0,3.0,2.0,30.0,28.0,-28800.0,4865.0
48_6079,48_1046,48,1.0,6.0,42.0,-100.0,143.0,-387202.0,116972.0
12_4154,12_A350,12,6.0,0.0,-30.0,15.0,131.0,61160.0,67078.0
48_N330,48_B350,48,2.0,3.0,-3.0,58.0,-170.0,19113.0,-49000.0
18_2008,18_3003,18,2.0,-9.0,-4.0,-198.0,129.0,-173298.0,-18000.0
6_8149,6_B441,6,1.0,-50.0,,367.0,325.0,164507.0,182096.0
56_2017,56_A310,56,6.0,-18.0,,-48.0,-5.0,-14700.0,-1730.0
35_6033,35_1005,35,1.0,-2.0,0.0,844.0,465.0,201937.0,149249.0
31_3024,31_3018,31,1.0,0.0,0.0,464.0,-67.0,-1765000.0,28000.0
55_B903,55_3008,55,1.0,-54.0,,74.0,174.0,29981.0,94933.0
55_B908,55_A902,55,1.0,-56.0,0.0,74.0,-35.0,29981.0,-13413.0
8_7781,8_1029,8,2.0,-24.0,-25.0,13.0,39.0,1288.0,6403.0
6_8150,6_7454,6,6.0,-36.0,-36.0,-313.0,1.0,105179.0,-386.0
16_1020,16_9032,16,2.0,,1.0,11.0,,3266.0,
56_7775,56_6032,56,7.0,-1.0,0.0,-5.0,53.0,-2135.0,7983.0
6_2038,6_2002,6,2.0,-8.0,3.0,2.0,54.0,,
42_1614,42_1606,42,2.0,-26.0,9.0,133.0,25.0,89876.0,32078.0
48_2108,48_1092,48,2.0,-19.0,-19.0,5.0,31.0,-7100.0,-5207.0
8_1029,8_7781,8,2.0,-25.0,-24.0,39.0,13.0,6403.0,1288.0
18_1037,18_5538,18,6.0,15.0,,199.0,-25.0,-17952.0,-2624.0
19_1044,19_3006,19,2.0,,,54.0,100.0,8561.0,75637.0
51_1417,51_1419,51,2.0,-51.0,2.0,-70.0,-31.0,-18000.0,-7055.0
8_7780,8_7781,8,2.0,1.0,0.0,19.0,14.0,2548.0,-42318.0
30_7076,30_7075,30,1.0,0.0,0.0,-93.0,340.0,-36022.0,132023.0
50_1004,50_1002,50,2.0,0.0,,36.0,-50.0,4662.0,-10726.0
48_5154,48_3845,48,1.0,0.0,1.0,-261.0,-121.0,-145698.0,-134316.0
48_1096,48_1116,48,2.0,5.0,14.0,-2371.0,-153.0,-303957.0,-79183.0
6_8535,6_A441,6,1.0,0.0,0.0,-340.0,79.0,-75701.0,-95640.0
6_8534,6_3021,6,1.0,20.0,0.0,-127.0,-139.0,-77000.0,-52000.0
48_1068,48_A502,48,2.0,-1.0,-1.0,-117.0,5.0,53402.0,1359.0
12_1370,12_C320,12,6.0,-21.0,22.0,-18.0,52.0,10319.0,32361.0
53_7322,53_1006,53,2.0,3.0,,83.0,8.0,5453.0,-18165.0
4_1025,4_1003,4,1.0,0.0,0.0,-854.0,627.0,-529000.0,233337.0
10_1450,10_1201,10,2.0,20.0,,-123.0,23.0,-80367.0,4011.0
48_1092,48_E350,48,2.0,-1.0,0.0,150.0,-34.0,23000.0,41807.0
27_6251,27_1018,27,2.0,-1.0,-9.0,52.0,65.0,-26720.0,84290.0
20_6026,20_B310,20,2.0,0.0,0.0,15.0,-142.0,3355.0,-33589.0
4_1018,4_1015,4,1.0,0.0,-27.0,104.0,0.0,32737.0,-26054.0
34_1033,34_1030,34,2.0,6.0,-3.0,14.0,-91.0,1051.0,60358.0
51_1419,51_1417,51,2.0,0.0,-3.0,-2.0,-294.0,-445.0,-212142.0
34_1030,34_1033,34,2.0,-3.0,-46.0,-91.0,21.0,60358.0,11367.0
4_1021,4_1024,4,1.0,-6.0,22.0,300.0,94.0,34719.0,31908.0
37_1801,37_1006,37,11.0,-54.0,0.0,311.0,1037.0,72650.0,162757.0
37_1817,37_3816,37,2.0,0.0,0.0,124.0,351.0,5475.0,66000.0
6_8153,6_8150,6,6.0,-4.0,-46.0,13.0,8.0,28742.0,2159.0
31_7050,31_3018,31,1.0,,0.0,521.0,-67.0,1080210.0,28000.0
4_1007,4_1062,4,1.0,13.0,-37.0,-372.0,169.0,-346985.0,55505.0
4_1003,4_1025,4,1.0,0.0,0.0,926.0,573.0,327167.0,344918.0
4_1006,4_AA01,4,1.0,0.0,-1.0,177.0,-203.0,21841.0,
55_A909,55_A902,55,1.0,4.0,17.0,96.0,97.0,-379085.0,37175.0
55_A907,55_3008,55,1.0,-1.0,,-35.0,174.0,-13413.0,94933.0
55_A908,55_3008,55,1.0,17.0,,-35.0,174.0,-13413.0,94933.0
55_B907,55_3008,55,1.0,-18.0,,-108.0,174.0,-447026.0,94933.0
55_B909,55_A901,55,1.0,5.0,,96.0,-35.0,36265.0,-13413.0
55_A902,55_B908,55,1.0,0.0,-56.0,-35.0,74.0,-13413.0,29981.0
55_A903,55_3008,55,1.0,-17.0,,-35.0,174.0,-13413.0,94933.0
55_B902,55_3008,55,1.0,14.0,,97.0,174.0,39299.0,94933.0
55_A901,55_3008,55,1.0,0.0,,92.0,174.0,37747.0,94933.0
55_B901,55_3008,55,1.0,0.0,,92.0,174.0,39903.0,94933.0
29_5483,29_5047,29,12.0,,,6.0,68.0,2974.0,31008.0
41_7018,41_5021,41,1.0,,,-377.0,293.0,52782.0,145992.0
31_C430,31_5052,31,11.0,,,12.0,25.0,100562.0,10000.0
21_A410,21_4025,21,1.0,,,617.0,209.0,68960.0,-455540.0
17_5151,17_5843,17,1.0,0.0,,790.0,-483.0,611424.0,-45000.0
27_6064,27_4054,27,1.0,-22.0,11.0,93.0,197.0,31000.0,123000.0
6_3005,6_8149,6,1.0,,-50.0,192.0,367.0,143849.0,164507.0
42_A411,42_3044,42,1.0,-20.0,0.0,,512.0,,-541061.0
42_A430,42_3044,42,1.0,-7.0,0.0,,512.0,,-541061.0
42_1690,42_3044,42,1.0,6.0,0.0,243.0,512.0,98452.0,-541061.0
19_9126,19_5046,19,1.0,,1.0,-93.0,89.0,-36184.0,132000.0
46_9106,46_9197,46,6.0,1.0,,0.0,11.0,-62.0,4392.0
56_7773,56_7772,56,6.0,,,11.0,2.0,2593.0,1422.0
29_5473,29_7054,29,1.0,0.0,0.0,106.0,172.0,167000.0,96682.0
36_A330,36_4017,36,2.0,,0.0,,79.0,,35245.0
36_A320,36_4017,36,2.0,-40.0,0.0,,79.0,,35245.0
36_1643,36_4017,36,2.0,-17.0,0.0,-88.0,79.0,-28100.0,35245.0
36_A331,36_4017,36,2.0,-3.0,0.0,-88.0,79.0,-20253.0,35245.0
49_3015,49_7083,49,11.0,,0.0,334.0,851.0,136451.0,624997.0
49_1001,49_B310,49,6.0,-10.0,3.0,-3.0,-6.0,-1767.0,-1681.0
6_8156,6_8150,6,6.0,0.0,-46.0,36.0,8.0,59023.0,2159.0
6_B420,6_3005,6,1.0,0.0,-18.0,,219.0,,177117.0
6_B441,6_3005,6,1.0,,-18.0,325.0,219.0,182096.0,177117.0
6_B442,6_3005,6,1.0,-16.0,-18.0,325.0,219.0,182096.0,177117.0
6_B443,6_B420,6,1.0,0.0,0.0,325.0,,182096.0,
37_3816,37_5827,37,2.0,,0.0,13.0,53.0,4257.0,15000.0
42_1597,42_1608,42,6.0,1.0,,10.0,10.0,-14076.0,4048.0
42_B330,42_1608,42,6.0,0.0,,13.0,10.0,7051.0,4048.0
42_B351,42_1608,42,6.0,-1.0,,-13.0,10.0,9715.0,4048.0
42_3044,42_1627,42,1.0,0.0,0.0,378.0,106.0,51406.0,69642.0
6_9048,6_8534,6,1.0,,-22.0,28.0,-98.0,-2066.0,-5000.0
6_2040,6_A340,6,2.0,-19.0,8.0,10.0,24.0,-20498.0,2450.0
6_2002,6_A361,6,2.0,-3.0,2.0,4.0,24.0,-29091.0,2379.0
6_3021,6_8534,6,1.0,0.0,-14.0,120.0,-58.0,,-14443.0
6_9049,6_3017,6,12.0,-6.0,3.0,335.0,179.0,89617.0,23547.0
4_1062,4_1003,4,1.0,0.0,0.0,168.0,627.0,64231.0,233337.0
4_1024,4_1021,4,1.0,0.0,-6.0,294.0,300.0,98082.0,34719.0
25_1002,25_1004,25,11.0,17.0,-1.0,55.0,45.0,40111.0,35439.0
41_5021,41_7018,41,1.0,,1.0,293.0,235.0,145992.0,89464.0
40_4163,40_4161,40,2.0,0.0,0.0,133.0,-11.0,-65340.0,-2720.0
46_3012,46_3009,46,1.0,0.0,,24.0,-95.0,11156.0,-52743.0
55_3019,55_3009,55,2.0,0.0,,-2.0,-25.0,-309.0,-9669.0
18_3002,18_3003,18,2.0,,,-53.0,225.0,-77000.0,88598.0
5_A601,5_3071,5,2.0,0.0,0.0,-1255.0,274.0,-451102.0,-62458.0
5_A605,5_3071,5,2.0,0.0,0.0,-1255.0,274.0,-516767.0,-62458.0
12_4138,12_AA02,12,2.0,5.0,-20.0,-43.0,-3.0,11738.0,
31_4019,31_5052,31,11.0,,,74.0,25.0,20224.0,10000.0
19_5046,19_6049,19,1.0,0.0,28.0,45.0,-485.0,-35000.0,-435000.0
20_4054,20_4063,20,1.0,0.0,-4.0,75.0,259.0,31481.0,-229640.0
27_4055,27_1020,27,1.0,0.0,12.0,397.0,101.0,199969.0,26000.0
1_C330,1_1019,1,2.0,3.0,,28.0,14.0,6008.0,3186.0
48_1070,48_3835,48,2.0,2.0,5.0,-113.0,54.0,-28140.0,172250.0
48_5323,48_6079,48,1.0,6.0,6.0,81.0,-100.0,-548116.0,-387202.0
48_1047,48_5274,48,1.0,1.0,0.0,451.0,236.0,190151.0,142992.0
48_3589,48_3729,48,2.0,0.0,6.0,-208.0,145.0,-488388.0,17000.0
48_C410,48_1039,48,2.0,-2.0,15.0,-208.0,-108.0,-489388.0,-98600.0
48_C430,48_3729,48,2.0,0.0,6.0,-208.0,145.0,-489388.0,17000.0
48_C420,48_1077,48,2.0,3.0,2.0,22.0,28.0,-47621.0,4865.0
48_6079,48_5323,48,1.0,-1.0,6.0,447.0,559.0,-228529.0,1128235.0
12_C330,12_A350,12,6.0,0.0,-30.0,150.0,131.0,93622.0,67078.0
12_4154,12_A350,12,6.0,5.0,-30.0,30.0,131.0,-11391.0,67078.0
48_G350,48_3669,48,6.0,0.0,0.0,20.0,-11.0,4448.0,-14208.0
48_1039,48_1096,48,2.0,0.0,4.0,-190.0,-1.0,-65118.0,-323.0
48_2172,48_5274,48,1.0,0.0,0.0,,-197.0,,-216000.0
48_N330,48_B330,48,2.0,2.0,0.0,118.0,-170.0,43304.0,-49000.0
48_E320,48_B350,48,2.0,2.0,-3.0,-34.0,-170.0,41869.0,-49000.0
48_E350,48_1092,48,2.0,0.0,-1.0,-34.0,150.0,41807.0,23000.0
46_3013,46_3009,46,1.0,0.0,,15.0,-95.0,-114836.0,-52743.0
32_AA01,32_3010,32,1.0,,0.0,,-102.0,,361148.0
32_AA02,32_3010,32,1.0,,0.0,,-102.0,,361148.0
32_AA03,32_A452,32,1.0,,,,33.0,,104696.0
32_AA61,32_3010,32,1.0,,0.0,,-102.0,,361148.0
32_AA62,32_3010,32,1.0,,0.0,,-102.0,,361148.0
32_AA59,32_3010,32,1.0,,0.0,,-102.0,,361148.0
32_AA60,32_3010,32,1.0,,0.0,,-102.0,,361148.0
42_1691,42_1599,42,14.0,-13.0,-17.0,3.0,7.0,705.0,29000.0
6_7491,6_3042,6,1.0,-24.0,,639.0,-334.0,163033.0,-116000.0
37_2819,37_A960,37,2.0,-13.0,-14.0,634.0,-6.0,121201.0,-1292.0
39_9006,39_5010,39,1.0,-67.0,6.0,289.0,15.0,168855.0,-4000.0
37_1645,37_A962,37,2.0,-9.0,-5.0,136.0,-6.0,73535.0,-1314.0
48_5274,48_1047,48,1.0,0.0,1.0,236.0,451.0,142992.0,190151.0
31_3024,31_3018,31,1.0,0.0,0.0,408.0,-67.0,271326.0,28000.0
41_5006,41_7018,41,1.0,,,209.0,1101.0,-775082.0,416865.0
48_1087,48_3010,48,14.0,-2.0,0.0,16.0,97.0,1278.0,-10034.0
16_1020,16_9032,16,2.0,-3.0,1.0,12.0,,4038.0,
39_4018,39_9022,39,11.0,-6.0,0.0,40.0,16.0,114000.0,9986.0
18_2008,18_5043,18,2.0,-54.0,-53.0,-387.0,-16.0,-120736.0,4792.0
18_5538,18_1037,18,6.0,,15.0,359.0,199.0,11866.0,-17952.0
18_1037,18_5538,18,6.0,-4.0,,91.0,-25.0,16173.0,-2624.0
37_5827,37_2824,37,2.0,-2.0,-4.0,-62.0,13.0,242720.0,22935.0
40_4086,40_4164,40,6.0,-2.0,0.0,3.0,12.0,-2620.0,2594.0
35_6033,35_1005,35,1.0,-28.0,0.0,30.0,465.0,2082.0,149249.0
53_1005,53_7409,53,1.0,2.0,0.0,-93.0,-31.0,22000.0,42331.0
8_7780,8_7781,8,2.0,2.0,0.0,19.0,14.0,1474.0,-42318.0
30_7076,30_7075,30,1.0,0.0,0.0,-101.0,340.0,-34141.0,132023.0
54_1640,54_5007,54,2.0,44.0,,33.0,-18.0,27714.0,74380.0
6_2038,6_A330,6,2.0,-5.0,-2.0,152.0,-106.0,,-8192.0
50_1004,50_1002,50,2.0,0.0,,-23.0,-50.0,-3100.0,-10726.0
48_5154,48_5335,48,1.0,-1.0,-1.0,8.0,1048.0,774.0,845369.0
48_1096,48_B350,48,2.0,-3.0,-3.0,180.0,-170.0,-48849.0,-49000.0
30_7066,30_7075,30,1.0,2.0,0.0,-199.0,340.0,-245600.0,132023.0
30_7088,30_7075,30,1.0,1.0,0.0,-199.0,340.0,-192240.0,132023.0
6_8535,6_A441,6,1.0,0.0,0.0,232.0,79.0,80000.0,-95640.0
6_8534,6_A441,6,1.0,0.0,0.0,148.0,79.0,77000.0,-95640.0
48_2176,48_5278,48,7.0,-15.0,0.0,-28.0,-33.0,-4190.0,-2689.0
48_3669,48_G350,48,6.0,0.0,0.0,-11.0,20.0,-14208.0,4448.0
47_2001,47_6022,47,2.0,,,39.0,-28.0,20000.0,-128861.0
19_3006,19_1044,19,2.0,,,91.0,54.0,181437.0,8561.0
30_7075,30_7066,30,1.0,-3.0,2.0,-69.0,-199.0,-63000.0,-245600.0
6_8150,6_8153,6,6.0,-4.0,-34.0,-102.0,150.0,-200650.0,20097.0
56_2017,56_A310,56,6.0,6.0,,108.0,-5.0,4136.0,-1730.0
53_7322,53_1006,53,2.0,-30.0,2.0,-59.0,83.0,-21110.0,9318.0
10_1450,10_1201,10,2.0,3.0,,-337.0,23.0,-49202.0,4011.0
27_1023,27_1018,27,2.0,2.0,-7.0,73.0,18.0,-199458.0,6000.0
56_2020,56_2015,56,1.0,0.0,38.0,99.0,66.0,36496.0,18863.0
51_1417,51_1419,51,2.0,-3.0,,-294.0,8.0,-212142.0,1601.0
20_6026,20_1009,20,2.0,,,15.0,26.0,2920.0,3606.0
29_A601,29_AA61,29,2.0,0.0,-25.0,-35.0,193.0,-6343.0,
4_1018,4_1021,4,1.0,-54.0,-40.0,-168.0,0.0,-13440.0,0.0
34_1033,34_1030,34,2.0,12.0,-3.0,47.0,-91.0,-241.0,60358.0
51_1419,51_1417,51,2.0,2.0,-3.0,-31.0,-294.0,-7055.0,-212142.0
53_6056,53_1008,53,2.0,-1.0,18.0,135.0,0.0,-4916.0,-22747.0
4_1017,4_1002,4,1.0,1.0,0.0,126.0,826.0,32652.0,431105.0
4_1022,4_1007,4,1.0,,13.0,176.0,-372.0,60283.0,-346985.0
6_8153,6_8150,6,6.0,2.0,-46.0,3.0,8.0,-34063.0,2159.0
16_5025,16_1009,16,1.0,2.0,,48.0,650.0,17481.0,331168.0
